Accession,Organism,Host,Geo_loc_name
GU256904.1,Blastocystis sp. subtype 11,elephant,Australia
GU256903.1,Blastocystis sp. subtype 11,elephant,Australia
GU256902.1,Blastocystis sp. subtype 12,giraffe,Australia
GU256901.1,Blastocystis sp. subtype 11,elephant,Australia
GU256900.1,Blastocystis sp. subtype 11,elephant,Australia
GU256899.1,Blastocystis sp. subtype 12,giraffe,Australia
GU992419.1,Blastocystis sp. JEB-2010,N/A,Philippines
GU992418.1,Blastocystis sp. JEB-2010,N/A,Philippines
GU992417.1,Blastocystis sp. JEB-2010,N/A,Philippines
GU992416.1,Blastocystis sp. JEB-2010,N/A,Philippines
GU992415.1,Blastocystis sp. JEB-2010,N/A,Philippines
GU992414.1,Blastocystis sp. JEB-2010,N/A,Philippines
GU992413.1,Blastocystis sp. JEB-2010,N/A,Philippines
GU992412.1,Blastocystis sp. JEB-2010,N/A,Philippines
GU992411.1,Blastocystis sp. JEB-2010,N/A,Philippines
GQ223285.1,uncultured Blastocystis sp.,N/A,"USA: Fayetteville, AR"
AY135412.1,Blastocystis sp.,N/A,N/A
AY135411.1,Blastocystis sp.,N/A,N/A
AY135410.1,Blastocystis sp.,N/A,N/A
AY135409.1,Blastocystis sp.,N/A,N/A
AY135408.1,Blastocystis sp.,N/A,N/A
AY135407.1,Blastocystis sp.,N/A,N/A
AY135406.1,Blastocystis sp.,N/A,N/A
AY135405.1,Blastocystis sp.,N/A,N/A
AY135404.1,Blastocystis sp.,N/A,N/A
AY135403.1,Blastocystis sp.,N/A,N/A
AY135402.1,Blastocystis sp.,N/A,N/A
EU679349.1,Blastocystis sp. OSU6,N/A,USA
EU679348.1,Blastocystis sp. OSU13,N/A,USA
EU679347.1,Blastocystis sp. OSU14,N/A,USA
EU679346.1,Blastocystis sp. OSU2,N/A,USA
EU679345.1,Blastocystis sp. OSU25,N/A,USA
AY618265.1,Blastocystis hominis,Homo sapiens,Thailand: Praginburi province
EU482092.1,Blastocystis sp. ATCC 50752,N/A,N/A
EU482091.1,Blastocystis sp. ATCC 50751,N/A,N/A
EU482090.1,Blastocystis sp. ATCC 50629,N/A,N/A
EU482089.1,Blastocystis sp. ATCC 50610,N/A,N/A
EU482088.1,Blastocystis sp. ATCC 50609,N/A,N/A
EU482087.1,Blastocystis sp. ATCC 50608,N/A,N/A
EU482086.1,Blastocystis sp. ATCC 50754,N/A,N/A
EU482085.1,Blastocystis sp. ATCC 50753,N/A,N/A
EU482084.1,Blastocystis sp. ATCC 50587,N/A,N/A
EU482083.1,Blastocystis sp. ATCC 50177/Nand II,N/A,N/A
EF680770.1,Blastocystis hominis,pig,Spain
EF680769.1,Blastocystis hominis,pig,Spain
EF680768.1,Blastocystis hominis,pig,Spain
EF680767.1,Blastocystis hominis,pig,Spain
EF680766.1,Blastocystis hominis,pig,Spain
EF680765.1,Blastocystis hominis,pig,Spain
EF680764.1,Blastocystis hominis,pig,Spain
EF680763.1,Blastocystis hominis,pig,Spain
EF680762.1,Blastocystis hominis,pig,Spain
EF680761.1,Blastocystis hominis,pig,Spain
EU445496.1,Blastocystis sp. H13,Homo sapiens,N/A
EU445495.1,Blastocystis sp. H11,Homo sapiens,N/A
EU445494.1,Blastocystis sp. H9,Homo sapiens,N/A
EU445493.1,Blastocystis sp. H8,Homo sapiens,N/A
EU445492.1,Blastocystis sp. H4,Homo sapiens,N/A
EU445490.1,Blastocystis sp. M9,monkey,N/A
EU445489.1,Blastocystis sp. M5,monkey,N/A
EU445488.1,Blastocystis sp. M2,monkey,N/A
EU445486.1,Blastocystis sp. P3,pig,N/A
EU445485.1,Blastocystis sp. C1,chicken,N/A
FM164413.1,Blastocystis sp. RL056,Bos taurus,Denmark
FM164412.1,Blastocystis sp. RL056,Bos taurus,Denmark
AB091251.1,Blastocystis sp. RN94-9,N/A,N/A
AB091250.1,Blastocystis sp. SY94-7,N/A,N/A
AB091249.1,Blastocystis sp. SY94-7,N/A,N/A
AB091248.1,Blastocystis sp. SY94-3,N/A,N/A
AB091247.1,Blastocystis sp. QQ98-4,N/A,N/A
AB091246.1,Blastocystis sp. QQ98-4,N/A,N/A
AB091245.1,Blastocystis sp. QQ98-4,N/A,N/A
AB091244.1,Blastocystis sp. QQ98-4,N/A,N/A
AB091243.1,Blastocystis sp. QQ93-3,N/A,N/A
AB091242.1,Blastocystis sp. CK92-4,N/A,N/A
AB091241.1,Blastocystis hominis,N/A,N/A
AB091240.1,Blastocystis hominis,N/A,N/A
AB091239.1,Blastocystis hominis,Homo sapiens,N/A
AB091238.1,Blastocystis hominis,Homo sapiens,N/A
AB091237.1,Blastocystis hominis,Homo sapiens,N/A
AB091236.1,Blastocystis hominis,Homo sapiens,N/A
AB091235.1,Blastocystis hominis,Homo sapiens,N/A
AB091234.1,Blastocystis hominis,Homo sapiens,N/A
AB091233.1,Blastocystis hominis,Homo sapiens,N/A
AM992473.1,uncultured Blastocystis sp.,N/A,Ireland
AM992472.1,uncultured Blastocystis sp.,N/A,Ireland
AM992471.1,uncultured Blastocystis sp.,N/A,Ireland
AM992470.1,uncultured Blastocystis sp.,N/A,Ireland
AM992469.1,uncultured Blastocystis sp.,N/A,Ireland
AM992468.1,uncultured Blastocystis sp.,N/A,Ireland
AM992467.1,uncultured Blastocystis sp.,N/A,Ireland
AM992466.1,uncultured Blastocystis sp.,N/A,Ireland
AM992465.1,uncultured Blastocystis sp.,N/A,Ireland
AM992464.1,uncultured Blastocystis sp.,N/A,Ireland
EF200010.1,Blastocystis hominis,Homo sapiens,Thailand
AM779059.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779058.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779057.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779056.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779055.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779054.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779053.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779052.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779051.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779050.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779049.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779048.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779047.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779046.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779045.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779044.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779043.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779042.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779041.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779040.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779039.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779038.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779037.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779036.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779035.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779034.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779033.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779032.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779031.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779030.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779029.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779028.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779027.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779026.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779025.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779024.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779023.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779022.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779021.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779020.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779019.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779018.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779017.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779016.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779015.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779014.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779013.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779012.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779011.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779010.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779009.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779008.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779007.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779006.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779005.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM779004.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM712471.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712469.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712468.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712467.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712466.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712465.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712464.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712463.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712462.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712461.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712460.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712459.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712458.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712457.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712456.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712455.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712454.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712453.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712452.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712451.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712450.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM712449.1,uncultured Blastocystis sp.,Homo sapiens,Denmark
AM778994.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM778993.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM778992.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM778991.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM778990.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM778989.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM778988.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM778987.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM778986.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM778985.1,uncultured Blastocystis sp.,Homo sapiens,Turkey
AM275395.1,Blastocystis hominis,N/A,Denmark
AM275394.1,Blastocystis hominis,N/A,Denmark
AM275393.1,Blastocystis hominis,N/A,Denmark
AM275392.1,Blastocystis hominis,N/A,Denmark
AM275391.1,Blastocystis hominis,N/A,Denmark
AM275390.1,Blastocystis hominis,N/A,Denmark
AM275389.1,Blastocystis hominis,N/A,Denmark
AM275388.1,Blastocystis hominis,N/A,Denmark
AM275387.1,Blastocystis hominis,N/A,Denmark
AM275386.1,Blastocystis hominis,N/A,Denmark
AM275385.1,Blastocystis hominis,N/A,Denmark
AM275384.1,Blastocystis hominis,N/A,Denmark
AM275383.1,Blastocystis hominis,N/A,Denmark
AM275382.1,Blastocystis hominis,N/A,Denmark
AM275381.1,Blastocystis hominis,N/A,Denmark
AM275380.1,Blastocystis hominis,N/A,Denmark
AM275379.1,Blastocystis hominis,N/A,Denmark
AM275378.1,Blastocystis hominis,N/A,Denmark
AM275377.1,Blastocystis hominis,N/A,Denmark
AM275376.1,Blastocystis hominis,N/A,Denmark
AM275375.1,Blastocystis hominis,N/A,Denmark
AM275374.1,Blastocystis hominis,N/A,Denmark
AM275373.1,Blastocystis hominis,N/A,Denmark
AM275372.1,Blastocystis hominis,N/A,Denmark
AM275371.1,Blastocystis hominis,N/A,Denmark
AM275370.1,Blastocystis hominis,N/A,Denmark
AM275369.1,Blastocystis hominis,N/A,Denmark
AM275368.1,Blastocystis hominis,N/A,Denmark
AM275367.1,Blastocystis hominis,N/A,Denmark
AM275366.1,Blastocystis hominis,N/A,Denmark
AM275365.1,Blastocystis hominis,N/A,Denmark
AM275364.1,Blastocystis hominis,N/A,Denmark
AM275363.1,Blastocystis hominis,N/A,Denmark
AM275362.1,Blastocystis hominis,N/A,Denmark
AM275361.1,Blastocystis hominis,N/A,Denmark
AM275360.1,Blastocystis hominis,N/A,Denmark
AM275359.1,Blastocystis hominis,N/A,Denmark
AM275358.1,Blastocystis hominis,N/A,Denmark
AM275357.1,Blastocystis hominis,N/A,Denmark
AM275356.1,Blastocystis hominis,N/A,Denmark
AM275355.1,Blastocystis hominis,N/A,Denmark
AM275354.1,Blastocystis hominis,N/A,Denmark
AM275353.1,Blastocystis hominis,N/A,Denmark
AM275352.1,Blastocystis hominis,N/A,Denmark
AM275351.1,Blastocystis hominis,N/A,Denmark
AM275350.1,Blastocystis hominis,N/A,Denmark
AM275349.1,Blastocystis hominis,N/A,Denmark
AM275348.1,Blastocystis hominis,N/A,Denmark
AM275347.1,Blastocystis hominis,N/A,Denmark
AM275346.1,Blastocystis hominis,N/A,Denmark
AM275345.1,Blastocystis hominis,N/A,Denmark
AM275344.1,Blastocystis hominis,N/A,Denmark
AM275343.1,Blastocystis hominis,N/A,Denmark
AM275342.1,Blastocystis hominis,N/A,Denmark
AM495096.1,Blastocystis sp. subtype 8,Homo sapiens,Denmark
AM118079.1,Blastocystis hominis,N/A,Denmark
AM118078.1,Blastocystis hominis,N/A,Denmark
AM117940.1,Blastocystis hominis,N/A,Denmark
AM117939.1,Blastocystis hominis,N/A,Denmark
AM117938.1,Blastocystis hominis,N/A,Denmark
AJ920322.1,Blastocystis sp. TC5,N/A,N/A
AY956324.1,Blastocystis hominis,N/A,N/A
AY618268.1,Blastocystis hominis,Homo sapiens,Thailand: Chonburi province
AY618266.1,Blastocystis hominis,Homo sapiens,Thailand: Luburi province
AY266475.1,Blastocystis sp. R44,Cyclura cornuta (rhino iguana),Singapore
AY266474.1,Blastocystis cycluri,Cyclura cornuta (rhino iguana),Singapore
AY266473.1,Blastocystis geocheloni,Geochelone carbonaria (red-footed tortoise),Singapore
AY266472.1,Blastocystis pythoni,Python reticulatus,Singapore
AY266471.1,Blastocystis lapemi,Lapemis hardwickii (sea snake),Singapore
AY266470.1,Blastocystis sp. AFJ96-H12,Bufo japonicus japonicus (toad),Japan
AY266469.1,Blastocystis sp. AFJ96-H1,Bufo japonicus japonicus (toad),Japan
AY266468.1,Blastocystis sp. AFJ96-U12,Rana catesbeiana (bullfrog),Japan
AY266467.1,Blastocystis sp. AFJ96-T8,Rana nigromaculata (leopard frog),Japan
AY244621.1,Blastocystis hominis,Homo sapiens,Japan
AY244620.1,Blastocystis hominis,Homo sapiens,Germany
AY244619.1,Blastocystis hominis,Homo sapiens,Germany
AF538349.1,Blastocystis hominis,horse,Thailand
AF538348.1,Blastocystis hominis,pig,Thailand
AF439782.2,Blastocystis hominis,Homo sapiens,Thailand
AB023578.1,Blastocystis hominis,N/A,N/A
AB023499.1,Blastocystis hominis,N/A,N/A
